"Year","Make","Name","Kilometers_Driven","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2015,"Mitsubishi","Mitsubishi Pajero Sport 4X4 AT",78000,0,13.5,2477,175.56,6,0,0,0,1,0,0,15
2012,"Maruti","Maruti Swift Dzire VDi",72000,1,19.3,1248,73.9,5,0,0,0,1,0,0,4.25
2006,"Bentley","Bentley Continental Flying Spur",48000,0,8.6,5998,552,4,0,0,0,0,0,1,59
2013,"Maruti","Maruti Ertiga VDI",43486,1,20.77,1248,88.76,7,0,0,0,1,0,0,6.6
2007,"Toyota","Toyota Innova 2.5 G4 Diesel 7-seater",199000,1,12.8,2494,102,7,1,0,0,1,0,0,5.2
2010,"Mercedes-Benz","Mercedes-Benz New C-Class C 200 Kompressor Elegance MT",34000,1,11.7,1796,178,5,0,0,0,0,0,1,10
2016,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI BE Avantgare",37944,0,14.84,2143,167.62,5,0,0,0,1,0,0,35
2017,"Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",30000,1,22.7,1498,89.84,5,0,0,0,1,0,0,8.75
2015,"Toyota","Toyota Etios Liva 1.2 G",64005,1,17.71,1197,78.9,5,0,0,0,0,0,1,4.57
2012,"Hyundai","Hyundai i10 Magna 1.2",62000,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.5
2014,"Land","Land Rover Freelander 2 SE",59885,0,12.39,2179,147.51,5,0,0,0,1,0,0,20.11
2011,"Toyota","Toyota Innova 2.5 V Diesel 8-seater",144471,1,12.8,2494,102,8,0,0,0,1,0,0,7.8
2011,"Hyundai","Hyundai i20 1.2 Magna",63991,1,18.5,1197,80,5,0,0,0,0,0,1,3.61
2015,"Nissan","Nissan Micra XV CVT",34895,0,19.15,1198,75.94,5,0,0,0,0,0,1,4.6
2015,"BMW","BMW X6 xDrive 40d M Sport",97003,0,15.87,2993,308.43,5,0,0,0,1,0,0,85
2015,"Honda","Honda City 1.5 V AT",45000,0,16.8,1497,118,5,0,0,0,0,0,1,5.25
2013,"Honda","Honda Amaze E i-Dtech",45000,1,25.8,1498,98.6,5,1,0,0,1,0,0,3.3
2013,"Toyota","Toyota Fortuner 3.0 Diesel",1e+05,1,11.5,2982,171,7,1,0,0,1,0,0,17.75
2016,"Land","Land Rover Discovery Sport SD4 HSE Luxury",70000,0,12.97,2179,187.7,5,0,0,0,1,0,0,35
2016,"Hyundai","Hyundai Creta 1.6 CRDi SX",37023,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.39
2012,"Chevrolet","Chevrolet Beat Diesel LT",81000,1,25.44,936,56.3,5,0,0,0,1,0,0,2.5
2017,"Toyota","Toyota Innova Crysta 2.8 GX AT",20789,0,11.36,2755,171.5,7,0,0,0,1,0,0,18.36
2015,"Maruti","Maruti Swift Dzire VDI",68310,1,23.4,1248,74,5,0,0,0,1,0,0,5.95
2015,"Hyundai","Hyundai Creta 1.6 CRDi SX Option",47250,1,19.67,1582,126.2,5,1,0,0,1,0,0,11
2014,"Land","Land Rover Range Rover Sport SE",47000,0,12.65,2993,255,5,1,0,0,1,0,0,64.75
2017,"Honda","Honda Amaze VX i-DTEC",128000,1,25.8,1498,98.6,5,0,0,0,1,0,0,6.3
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Dual Tone Petrol",17702,1,15.29,1591,121.3,5,0,0,0,0,0,1,11.94
2014,"Volkswagen","Volkswagen Vento Sport 1.2 TSI AT",34987,0,18.19,1197,103.5,5,0,0,0,0,0,1,5.95
2017,"Honda","Honda City i DTec VX",37000,1,26,1498,98.6,5,0,0,0,1,0,0,11
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Dual Tone Petrol",38271,1,15.29,1591,121.3,5,0,0,0,0,0,1,12.53
2012,"Ford","Ford Figo Diesel Titanium",32510,1,20,1399,68,5,1,0,0,1,0,0,3.75
2014,"BMW","BMW 5 Series 2013-2017 530d M Sport",88000,0,14.69,2993,258,5,0,0,0,1,0,0,27
2012,"Mitsubishi","Mitsubishi Pajero 2.8 SFX 7Str",116000,1,10.5,2835,107.2,6,0,0,0,1,0,0,9.95
2013,"Renault","Renault Duster 85PS Diesel RxL Option",156000,1,19.87,1461,83.8,5,0,0,0,1,0,0,4.2
2010,"Maruti","Maruti Ritz VXI",75319,1,21.1,1197,85.8,5,1,0,0,0,0,1,2
2013,"Hyundai","Hyundai Grand i10 Sportz",28000,1,18.9,1197,82,5,0,0,0,0,0,1,3.25
2017,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI SPORT",16500,0,17.9,2143,136,5,0,0,0,1,0,0,34
2016,"BMW","BMW 5 Series 520d Luxury Line",75637,0,22.48,1995,190,5,0,0,0,1,0,0,30.37
2018,"Hyundai","Hyundai Creta 1.6 SX Plus Petrol Automatic",32854,0,13,1591,121.3,5,0,0,0,0,0,1,12.6
2019,"Renault","Renault KWID RXT Optional",6568,1,25.17,799,53.3,5,0,0,0,0,0,1,5.09
2014,"Audi","Audi A4 3.0 TDI Quattro",30000,0,14.94,2967,241.4,5,0,0,0,1,0,0,24.5
2018,"Maruti","Maruti Ciaz VDI SHVS",17804,1,28.09,1248,88.5,5,1,0,0,1,0,0,7.97
2011,"Honda","Honda Jazz S",69768,1,16,1198,90,5,0,0,0,0,0,1,2.9
2016,"BMW","BMW 3 Series 320d Luxury Line",62404,0,22.69,1995,190,5,0,0,0,1,0,0,21.33
2012,"Hyundai","Hyundai Verna SX CRDi AT",97000,0,19.08,1582,126.32,5,1,0,0,1,0,0,6.5
2016,"Hyundai","Hyundai Creta 1.4 CRDi S Plus",55687,1,21.38,1396,88.7,5,0,0,0,1,0,0,12.15
2014,"Volkswagen","Volkswagen Vento 2013-2015 1.6 Comfortline",17000,1,15.04,1598,103.2,5,0,0,0,0,0,1,4.25
2017,"BMW","BMW 3 Series Luxury Line",34232,0,21.76,1995,190,5,0,0,0,1,0,0,35.84
2004,"Honda","Honda CR-V Petrol 2WD",135000,0,14.4,1997,152,5,0,1,0,0,0,1,3
2012,"Renault","Renault Duster 110PS Diesel RxZ AWD",80000,1,19.72,1461,108.45,5,0,0,0,1,0,0,6.75
2014,"Hyundai","Hyundai i20 Asta 1.2",31045,1,18.6,1197,81.83,5,1,0,0,0,0,1,5.65
2013,"Volkswagen","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",58000,0,16.96,1968,138.03,5,1,0,0,1,0,0,7.5
2018,"Hyundai","Hyundai Creta 1.6 SX Plus Diesel",35480,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.34
2016,"Maruti","Maruti Ciaz VDI SHVS",62287,1,28.09,1248,88.5,5,0,0,0,1,0,0,7.9
2015,"Hyundai","Hyundai i20 Asta 1.4 CRDi",46162,1,22.54,1396,88.73,5,0,0,0,1,0,0,6.98
2014,"Hyundai","Hyundai Verna 1.6 SX VTVT",9200,1,17.01,1591,121.3,5,0,0,0,0,0,1,5.75
2012,"Volkswagen","Volkswagen Polo Diesel Trendline 1.2L",55339,1,22.07,1199,73.9,5,0,0,0,1,0,0,2.65
2011,"Volkswagen","Volkswagen Polo Diesel Trendline 1.2L",55476,1,22.07,1199,73.9,5,0,0,0,1,0,0,2.49
2007,"Maruti","Maruti SX4 Vxi BSIII",68553,1,15,1586,104.68,5,1,0,0,0,0,1,1.5
2016,"Honda","Honda Mobilio RS Option i DTEC",67376,1,24.5,1498,98.6,7,0,0,0,1,0,0,6.5
2013,"Renault","Renault Duster 110PS Diesel RxZ Plus",42000,1,19.64,1461,108.45,5,0,0,0,1,0,0,8
2019,"Toyota","Toyota Fortuner 2.8 2WD AT",28069,0,12.9,2755,174.5,7,0,0,0,1,0,0,30.85
2014,"Volvo","Volvo XC60 D4 SUMMUM",93144,0,14.7,1984,181,5,0,0,0,1,0,0,17.15
2014,"Maruti","Maruti Celerio VXI AT",24300,0,23.1,998,67.04,5,0,0,0,0,0,1,4.55
2015,"Maruti","Maruti Ciaz ZDi Plus",47883,1,26.21,1248,88.5,5,1,0,0,1,0,0,7.4
2013,"Audi","Audi Q5 2008-2012 2.0 TDI",12467,0,12.8,1968,167.6,5,0,0,0,1,0,0,25.64
2013,"BMW","BMW X1 sDrive 20d Sportline",56683,0,17.05,1995,184,5,1,0,0,1,0,0,13.5
2013,"Ford","Ford Figo Petrol ZXI",38000,1,15.6,1196,70,5,0,0,0,0,0,1,3.55
2018,"Hyundai","Hyundai Elantra CRDi SX",35000,1,22.7,1582,126.2,5,0,0,0,1,0,0,15
2007,"Hyundai","Hyundai Verna 1.6 i ABS",80000,1,13.9,1599,103.2,5,1,0,0,0,0,1,1.95
2006,"Honda","Honda Civic 2006-2010 1.8 S MT",125000,1,13.5,1799,130,5,1,0,0,0,0,1,2.3
2013,"Toyota","Toyota Fortuner 4x4 MT",123000,1,12.55,2982,168.5,7,1,0,0,1,0,0,15
2012,"Hyundai","Hyundai i10 Sportz",70000,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.15
2012,"Nissan","Nissan Sunny 2011-2014 Diesel XL",87982,1,21.64,1461,84.8,5,0,0,0,1,0,0,5
2013,"BMW","BMW 5 Series 2013-2017 520d Luxury Line",40714,0,18.12,1995,190,5,1,0,0,1,0,0,24.75
2008,"Chevrolet","Chevrolet Optra Magnum 2.0 LT",83000,1,16.52,1991,123.7,5,1,0,0,1,0,0,2.6
2011,"Hyundai","Hyundai i10 Asta",86000,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.75
2009,"Skoda","Skoda Laura Ambiente",60002,1,17.5,1896,106,5,1,0,0,1,0,0,4.85
2013,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde",60000,0,10,2148,170,5,0,0,0,1,0,0,27
2014,"Honda","Honda Amaze SX i-DTEC",84677,1,25.8,1498,98.6,5,0,0,0,1,0,0,3
2017,"BMW","BMW X1 xDrive 20d xLine",23000,0,20.68,1995,190,5,0,0,0,1,0,0,28.75
2016,"Toyota","Toyota Innova 2.5 G (Diesel) 8 Seater",81424,1,12.99,2494,100.6,8,0,0,0,1,0,0,14.49
2013,"Porsche","Porsche Panamera 2010 2013 Diesel",36400,0,7.5,4806,394.3,4,0,0,0,1,0,0,72
2012,"Nissan","Nissan Sunny XV D",70000,1,22.71,1461,84.8,5,1,0,0,1,0,0,4
2015,"Maruti","Maruti Swift Dzire LDI",40000,1,26.59,1248,74,5,1,0,0,1,0,0,4.5
2019,"Maruti","Maruti Wagon R ZXI AMT 1.2",600,0,21.5,1197,81.8,5,0,0,0,0,0,1,6.25
2015,"Volkswagen","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",65320,0,16.96,1968,138.03,5,1,0,0,1,0,0,11.5
2009,"Honda","Honda Accord 2.4 Inspire M/T",79000,1,9.8,2354,180,5,0,1,0,0,0,1,3.1
2018,"Honda","Honda City i VTEC V",5000,1,17.8,1497,117.3,5,0,0,0,0,0,1,10.11
2019,"Hyundai","Hyundai Verna 1.6 SX VTVT",6028,1,17.01,1591,121.3,5,0,0,0,0,0,1,11.54
2006,"Maruti","Maruti Wagon R LX BSII",86000,1,18.9,998,67.1,5,1,0,0,0,0,1,1
2013,"Maruti","Maruti Swift Dzire Tour LDI",160000,1,23.4,1248,74,5,1,0,0,1,0,0,2.5
2011,"Audi","Audi Q5 2008-2012 2.0 TFSI Quattro",59967,0,9.74,1984,208,5,0,0,0,0,0,1,18
2018,"Toyota","Toyota Etios Cross 1.4 GD",43127,1,23.59,1364,67.04,5,0,0,0,1,0,0,6.85
2012,"Hyundai","Hyundai i10 Era 1.1 iTech SE",65727,1,19.81,1086,68.05,5,0,0,0,0,0,1,2.97
2013,"Hyundai","Hyundai Verna 1.6 VTVT",70000,1,17.01,1591,121.3,5,0,0,0,0,0,1,4.75
2018,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",39861,1,20.14,1498,88.8,5,0,0,0,1,0,0,7.38
2017,"BMW","BMW 5 Series 520d Sport Line",16485,0,22.48,1995,187.74,5,0,0,0,1,0,0,42.75
2010,"Hyundai","Hyundai i20 1.4 Asta Optional With Sunroof",77332,1,23,1396,90,5,1,0,0,1,0,0,3.65
2017,"Hyundai","Hyundai Grand i10 Asta Option AT",17489,0,18.9,1197,82,5,0,0,0,0,0,1,5.99
2012,"Toyota","Toyota Fortuner 4x2 4 Speed AT",125000,0,11.5,2982,169,7,0,0,0,1,0,0,13.5
2016,"Maruti","Maruti Baleno Zeta Automatic",35129,0,21.4,1197,83.1,5,0,0,0,0,0,1,7
2016,"Hyundai","Hyundai Creta 1.6 SX Plus Petrol Automatic",22982,0,13,1591,121.3,5,0,0,0,0,0,1,10.95
2013,"Hyundai","Hyundai i10 Sportz",54500,1,20.36,1197,78.9,5,0,1,0,0,0,1,2.95
2017,"Tata","Tata Tigor XE Diesel",16235,1,24.7,1047,69,5,0,0,0,1,0,0,5.5
2017,"Skoda","Skoda Superb Style 1.8 TSI AT",73641,0,14.67,1798,177.46,5,0,0,0,0,0,1,17.08
2015,"Maruti","Maruti Swift Dzire VDI",59572,1,26.59,1248,74,5,0,0,0,1,0,0,6.85
2014,"Honda","Honda CR-V 2.0 AT",112827,0,13.1,1997,141.1,5,0,0,0,0,0,1,10.5
2010,"Toyota","Toyota Innova 2.5 G (Diesel) 8 Seater BS IV",118000,1,12.8,2494,102,8,0,0,0,1,0,0,8.75
2010,"Honda","Honda City 1.5 V MT",60000,1,17,1497,118,5,0,0,0,0,0,1,2.7
2012,"Hyundai","Hyundai Verna VTVT 1.6 AT SX Plus",75059,0,17,1591,121.3,5,0,0,0,0,0,1,4.25
2018,"Toyota","Toyota Etios 1.4 VXD",3000,1,23.59,1364,67.04,5,0,0,0,1,0,0,7.9
2011,"Skoda","Skoda Superb Elegance 1.8 TSI AT",78000,0,13.7,1798,157.75,5,1,0,0,0,0,1,4.5
2012,"Nissan","Nissan Sunny 2011-2014 Diesel XV",47000,1,21.64,1461,84.8,5,0,0,0,1,0,0,4
2012,"Honda","Honda City 1.5 V MT Exclusive",42000,1,17,1497,118,5,0,0,0,0,0,1,4.75
2018,"Hyundai","Hyundai Elite i20 Diesel Asta Option",6820,1,22.54,1396,88.76,5,0,0,0,1,0,0,7.65
2013,"Chevrolet","Chevrolet Optra 1.6 LT Royale",55176,1,17.4,1599,104,5,1,0,0,0,0,1,3.47
2016,"Honda","Honda Amaze S i-Vtech",39854,1,18,1198,86.7,5,0,0,0,0,0,1,5.64
2013,"Volkswagen","Volkswagen Polo Petrol Comfortline 1.2L",24000,1,16.47,1198,73.9,5,0,0,0,0,0,1,2.95
2016,"Maruti","Maruti Swift VDI",55000,1,22.9,1248,74,5,0,0,0,1,0,0,5.65
2012,"Ford","Ford Endeavour 3.0L 4X4 AT",45840,0,11.4,2953,153.86,7,0,0,0,1,0,0,8.41
2006,"Maruti","Maruti Baleno LXI",155000,1,15.4,1590,94,5,0,1,0,0,0,1,0.85
2003,"Maruti","Maruti Wagon R LX",125000,1,18.9,998,67.1,5,1,0,0,0,0,1,0.8
2014,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",52951,1,20.14,1498,88,5,0,0,0,1,0,0,5.65
2013,"Hyundai","Hyundai Verna 1.6 SX VTVT (O)",49000,1,17.1,1591,121.3,5,0,0,0,0,0,1,4.5
2015,"Maruti","Maruti Ciaz ZDi Plus SHVS",52000,1,28.09,1248,88.5,5,0,0,0,1,0,0,6.9
2013,"Nissan","Nissan Sunny 2011-2014 Diesel XL",120005,1,21.64,1461,84.8,5,0,0,0,1,0,0,4
2015,"Skoda","Skoda Rapid 1.6 MPI Ambition With Alloy Wheel",33000,1,15,1598,103.52,5,0,0,0,0,0,1,5.6
2016,"Maruti","Maruti Eeco 7 Seater Standard",126000,1,15.1,1196,73,7,0,0,0,0,0,1,2.2
2013,"Skoda","Skoda Rapid Ultima 1.6 MPI Ambition Plus",66700,1,15,1598,103.5,5,0,0,0,0,0,1,4
2014,"Toyota","Toyota Fortuner 4x4 MT",122000,1,12.55,2982,168.5,7,1,0,0,1,0,0,16
2016,"Hyundai","Hyundai Creta 1.6 CRDi SX",29000,1,19.67,1582,126.2,5,0,0,0,1,0,0,12.6
2014,"Hyundai","Hyundai i20 Magna Optional 1.2",42315,1,18.5,1197,82.9,5,0,0,0,0,0,1,4.79
2016,"Honda","Honda City i DTEC V",84580,1,26,1498,98.6,5,0,0,0,1,0,0,6.83
2002,"Maruti","Maruti 800 Std",75000,1,16.1,796,37,4,0,0,0,0,0,1,0.51
2006,"Ford","Ford Ikon 1.3 Flair",85000,1,13.8,1299,70,5,1,0,0,0,0,1,0.69
2015,"Maruti","Maruti Swift Dzire LXI",24296,1,20.85,1197,83.14,5,0,0,0,0,0,1,4.65
2014,"Honda","Honda City 1.5 V MT Sunroof",40000,1,16.8,1497,116.3,5,0,0,0,0,0,1,6.49
2009,"Hyundai","Hyundai Verna CRDi",64514,1,16.8,1493,110,5,0,0,0,1,0,0,2.9
2016,"Hyundai","Hyundai Verna 1.6 SX VTVT",35000,1,17.01,1591,121.3,5,0,0,0,0,0,1,7.4
2016,"Renault","Renault KWID RXT",41000,1,25.17,799,53.3,5,1,0,0,0,0,1,3.25
2008,"Maruti","Maruti Wagon R LXI",60123,1,18.9,998,67.1,5,1,0,0,0,0,1,1.95
2015,"Hyundai","Hyundai Grand i10 Sportz",53000,1,18.9,1197,82,5,1,0,0,0,0,1,4
2017,"Hyundai","Hyundai i20 1.2 Asta",9000,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.85
2015,"Honda","Honda Amaze S i-Vtech",53497,1,18,1198,86.7,5,0,0,0,0,0,1,5.45
2007,"Ford","Ford Fiesta 1.4 Duratorq ZXI",68000,1,17.8,1399,68,5,0,0,0,1,0,0,1.99
2014,"Hyundai","Hyundai Verna SX CRDi AT",65000,0,19.08,1582,126.32,5,0,0,0,1,0,0,8.99
2014,"Toyota","Toyota Etios VD SP",45155,1,23.59,1364,67.04,5,0,0,0,1,0,0,6.5
2018,"Honda","Honda Jazz 1.2 V CVT i VTEC",20026,0,19,1199,88.7,5,0,0,0,0,0,1,9.27
2015,"Hyundai","Hyundai Verna 1.6 CRDi SX",60000,1,23.9,1582,126.2,5,0,0,0,1,0,0,6.99
2019,"Mercedes-Benz","Mercedes-Benz CLA 200 D Sport Edition",15976,0,17.9,2143,136,5,0,0,0,1,0,0,36.76
2017,"Skoda","Skoda Octavia Elegance 1.8 TSI AT",30523,0,14.7,1798,177.5,5,0,0,0,0,0,1,17.08
2013,"Chevrolet","Chevrolet Beat Diesel LS",26300,1,25.44,936,57.6,5,0,0,0,1,0,0,2.8
2011,"Volkswagen","Volkswagen Polo Diesel Trendline 1.2L",66000,1,22.07,1199,73.9,5,0,0,0,1,0,0,2.49
2016,"Maruti","Maruti SX4 S Cross DDiS 200 Zeta",70000,1,23.65,1248,88.5,5,0,0,0,1,0,0,8.85
2011,"Honda","Honda City V MT",46000,1,16.8,1497,116.3,5,0,0,0,0,0,1,4.15
2017,"Volkswagen","Volkswagen Vento 1.5 TDI Highline",28000,1,20.64,1498,108.5,5,0,0,0,1,0,0,10
2017,"Hyundai","Hyundai Grand i10 1.2 Kappa Magna",46000,1,18.9,1197,81.86,5,0,0,0,0,0,1,4.75
2017,"Renault","Renault KWID AMT RXL",33000,0,24.04,999,67,5,0,0,0,0,0,1,3.2
2017,"Maruti","Maruti Alto 800 LXI",27718,1,22.74,796,47.3,5,0,0,0,0,0,1,3.28
2013,"Ford","Ford Ecosport 1.5 Ti VCT MT Titanium",58000,1,15.8,1499,110,5,0,0,0,0,0,1,7.5
2018,"Maruti","Maruti Baleno Zeta",33150,1,21.4,1197,83.1,5,0,0,0,0,0,1,7.39
2013,"Maruti","Maruti Ritz VDi",77000,1,23.2,1248,73.94,5,0,0,0,1,0,0,3.65
2007,"Mercedes-Benz","Mercedes-Benz E-Class 280 CDI",70000,0,11,2987,198.5,5,0,0,0,1,0,0,11
2012,"Maruti","Maruti Ritz VDi",97000,1,23.2,1248,73.94,5,0,0,0,1,0,0,3
2012,"Chevrolet","Chevrolet Beat Diesel LT",75300,1,25.44,936,57.6,5,1,0,0,1,0,0,2.25
2010,"Maruti","Maruti SX4 Vxi BSIV",69918,1,15.5,1586,103.3,5,0,0,0,0,0,1,2.83
2019,"Maruti","Maruti Omni 5 Seater BSIV",4721,1,14,796,35,5,0,0,0,0,0,1,4.11
2014,"Mitsubishi","Mitsubishi Pajero Sport Anniversary Edition",39163,1,13.5,2477,178,7,0,0,0,1,0,0,14.7
2013,"Mercedes-Benz","Mercedes-Benz S Class 2005 2013 S 300 L",80000,0,13,2987,210,5,0,0,0,0,0,1,25
2015,"Chevrolet","Chevrolet Beat Diesel LS",66000,1,25.44,936,56.3,5,0,0,0,1,0,0,2.35
2017,"Ford","Ford Figo 2015-2019 1.5D Titanium MT",36154,1,25.83,1498,99,5,1,0,0,1,0,0,6.41
2012,"Honda","Honda City i-VTEC VX",34000,1,17.4,1497,117.3,5,0,0,0,0,0,1,5.75
2016,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI SPORT",60000,0,17.9,2143,136,5,1,0,0,1,0,0,17.55
2015,"Hyundai","Hyundai Creta 1.4 CRDi S Plus",32000,1,21.38,1396,88.7,5,0,0,0,1,0,0,10.25
2012,"Ford","Ford Fiesta Classic 1.4 Duratorq CLXI",79985,1,17.8,1399,67,5,0,0,0,1,0,0,3.16
2014,"Audi","Audi A4 2.0 TDI",37600,0,16.55,1968,147.51,5,1,0,0,1,0,0,22.5
2015,"Hyundai","Hyundai i10 Magna 1.1",31965,1,19.81,1086,68.05,5,0,0,0,0,0,1,3.55
2010,"BMW","BMW 3 Series 320i Sedan",70749,0,12.05,1995,154,5,0,0,0,0,0,1,9.86
2013,"BMW","BMW 7 Series 730Ld",38000,0,16.46,2993,258,5,0,0,0,1,0,0,45
2017,"Hyundai","Hyundai Verna 1.6 SX VTVT",41534,1,17.01,1591,121.3,5,0,0,0,0,0,1,7.99
2017,"Volkswagen","Volkswagen Ameo 1.5 TDI Comfortline AT",54455,0,22,1498,108.495,5,0,0,0,1,0,0,6.5
2007,"Chevrolet","Chevrolet Aveo 1.4 LS",42000,1,14.49,1399,92.7,5,0,0,0,0,0,1,0.75
2018,"Chevrolet","Chevrolet Cruze LTZ",52073,1,18.3,1991,147.9,5,1,0,0,1,0,0,9.87
2018,"Hyundai","Hyundai i20 1.4 Sportz",40175,1,22.54,1396,88.73,5,1,0,0,1,0,0,6.36
2017,"Honda","Honda BRV i-VTEC V CVT",16503,0,16,1497,117.3,7,0,0,0,0,0,1,9.5
2017,"Hyundai","Hyundai Xcent 1.2 Kappa SX",15029,1,19.1,1197,82,5,0,0,0,0,0,1,6.05
2015,"Hyundai","Hyundai Grand i10 CRDi Sportz",76362,1,24,1120,70,5,0,0,0,1,0,0,5.5
2007,"Maruti","Maruti Alto LXi",18700,1,19.7,796,46.3,5,1,0,0,0,0,1,1.25
2015,"Toyota","Toyota Innova 2.5 VX (Diesel) 7 Seater",67585,1,12.99,2494,100.6,7,0,0,0,1,0,0,11.99
2010,"Hyundai","Hyundai i10 Sportz 1.2 AT",57000,0,16.95,1197,78.9,5,1,0,0,0,0,1,2.5
2019,"Honda","Honda City i-VTEC CVT V",22321,0,18,1497,117.3,5,0,0,0,0,0,1,11.66
1998,"Maruti","Maruti Zen LX",95150,1,17.3,993,60,5,0,1,0,0,0,1,0.53
2015,"Maruti","Maruti Wagon R LXI BS IV",36428,1,20.51,998,67.04,5,0,0,0,0,0,1,3.1
2012,"Ford","Ford Figo Diesel Titanium",73500,1,20,1399,68,5,1,0,0,1,0,0,2.6
2015,"Honda","Honda Amaze S i-Vtech",47234,1,18,1198,86.7,5,0,0,0,0,0,1,5.09
2008,"Hyundai","Hyundai Accent GLE",62364,1,13.2,1495,94,5,0,0,0,0,0,1,2.3
2012,"Hyundai","Hyundai Verna 1.6 SX CRDi (O)",89000,1,22.32,1582,126.32,5,0,0,0,1,0,0,6
2013,"Maruti","Maruti Swift ZDi",58653,1,25.2,1248,74,5,0,0,0,1,0,0,4.4
2013,"Mercedes-Benz","Mercedes-Benz B Class B180",30000,0,14.8,1595,120.7,5,1,0,0,0,0,1,11
2014,"Chevrolet","Chevrolet Cruze LTZ",64042,1,17.3,1998,163.7,5,0,0,0,1,0,0,5.7
2013,"Skoda","Skoda Laura Ambiente 2.0 TDI CR AT",120000,0,20,1968,138.1,5,0,0,0,1,0,0,6.95
2014,"Mahindra","Mahindra Scorpio VLX 2WD BSIV",90000,1,12.05,2179,120,8,0,0,0,1,0,0,7.9
2018,"BMW","BMW X1 xDrive 20d xLine",30733,0,20.68,1995,190,5,0,0,0,1,0,0,29.3
2009,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E350 Petrol",43600,0,10.93,3498,272,5,0,0,0,0,0,1,10.24
2010,"Skoda","Skoda Superb Elegance 1.8 TSI AT",71473,0,13.7,1798,157.75,5,1,0,0,0,0,1,5.35
2014,"Honda","Honda Brio VX AT",39000,0,16.5,1198,86.8,5,1,0,0,0,0,1,3.49
2009,"Hyundai","Hyundai i10 Magna 1.2",84045,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.85
2014,"Honda","Honda City i VTEC SV",57004,1,17.4,1497,117.3,5,0,0,0,0,0,1,5.35
2012,"Ford","Ford Figo Petrol ZXI",75464,1,15.6,1196,70,5,0,0,0,0,0,1,3.62
2006,"Toyota","Toyota Innova 2.5 G4 Diesel 7-seater",142000,1,12.8,2494,102,7,0,0,0,1,0,0,6.25
2012,"Mahindra","Mahindra Verito 1.5 D6 BSIV",118683,1,21,1461,64.1,5,1,0,0,1,0,0,3.19
2018,"Mahindra","Mahindra KUV 100 G80 K8 Dual Tone",42000,1,18.15,1198,82,6,0,0,0,0,0,1,5.5
2019,"Hyundai","Hyundai i20 Sportz Option 1.2",12800,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.67
2011,"Tata","Tata New Safari EX 4x2",80000,1,12,2092,127,7,0,0,0,0,0,1,5.5
2014,"Maruti","Maruti Swift Dzire VDi",76126,1,19.3,1248,73.9,5,0,0,0,1,0,0,6.6
2017,"BMW","BMW X5 xDrive 30d M Sport",21000,0,15.97,2993,258,5,1,0,0,1,0,0,55
2013,"Audi","Audi A6 2011-2015 2.0 TDI Premium Plus",85000,0,17.68,1968,174.33,5,0,0,0,1,0,0,21
2017,"Maruti","Maruti Baleno Delta 1.2",27000,1,21.4,1197,83.1,5,0,0,0,0,0,1,4.5
2016,"Hyundai","Hyundai Santa Fe 4WD AT",45794,0,13.01,2199,194.3,7,0,0,0,1,0,0,20.67
2013,"Chevrolet","Chevrolet Cruze LTZ AT",57352,0,14.39,1998,163.7,5,0,0,0,1,0,0,6.5
2018,"Mercedes-Benz","Mercedes-Benz E-Class 2015-2017 E250 Edition E",41467,0,15,2143,204,5,0,0,0,1,0,0,37.98
2009,"Hyundai","Hyundai Santro Xing GLS",42000,1,17.92,1086,62.1,5,0,0,0,0,0,1,1.45
2015,"Maruti","Maruti Ciaz VDi Plus SHVS",67048,1,28.09,1248,88.5,5,0,0,0,1,0,0,7.9
2018,"Honda","Honda City i-VTEC V",11732,1,17.4,1497,117.3,5,0,0,0,0,0,1,10.07
2016,"Nissan","Nissan Terrano XL Plus ICC WT20 SE",37000,1,20.45,1461,83.8,5,0,0,0,1,0,0,6.5
2015,"BMW","BMW 3 Series 320d Prestige",30000,0,18.88,1995,184,5,0,0,0,1,0,0,22
2016,"Honda","Honda City i DTEC V",53000,1,26,1498,98.6,5,0,0,0,1,0,0,9.75
