"Year","Make","Name","Kilometers_Driven","Age","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2013,"Hyundai","Hyundai Santa Fe 4X2",74000,6,1,14.66,2199,194.3,7,0,0,0,1,0,0,12.25
2014,"Maruti","Maruti Swift VDI",47000,5,1,22.9,1248,74,5,0,0,0,1,0,0,3.9
2017,"Hyundai","Hyundai Elite i20 Sportz Plus",37460,2,1,18.6,1197,81.86,5,0,0,0,0,0,1,6.28
2011,"Mahindra","Mahindra Xylo E8 BS IV",130000,8,1,14,2498,112,8,0,0,0,1,0,0,2.75
2017,"Hyundai","Hyundai Grand i10 Asta Option",31576,2,1,18.9,1197,82,5,0,0,0,0,0,1,7.85
2011,"Volkswagen","Volkswagen Vento Petrol Highline",66000,8,1,15.04,1598,103.6,5,0,0,0,0,0,1,2.95
2008,"Honda","Honda Accord 2.4 A/T",79000,11,0,11.7,2354,177.6,5,1,0,0,0,0,1,4.85
2011,"Mercedes-Benz","Mercedes-Benz S-Class S 350 d",47140,8,0,13.5,2925,281.61,5,1,0,0,1,0,0,30
2016,"Mercedes-Benz","Mercedes-Benz B Class B200 CDI",36610,3,0,15,2143,107.3,5,0,0,0,1,0,0,19.9
2016,"Hyundai","Hyundai Creta 1.6 SX Option Diesel",93000,3,1,20.5,1582,126.2,5,0,0,0,1,0,0,10.8
2007,"Maruti","Maruti Alto LXI",52195,12,1,19.7,796,46.3,5,0,0,0,0,0,1,1.75
2016,"Audi","Audi A3 35 TDI Premium",20003,3,0,20.38,1968,143,5,0,0,0,1,0,0,19.25
2013,"Renault","Renault Duster 85PS Diesel RxL",66314,6,1,19.87,1461,83.8,5,0,0,0,1,0,0,5.5
2009,"Ford","Ford Fiesta 1.4 ZXi TDCi ABS",76000,10,1,17.8,1399,68,5,0,0,0,1,0,0,2.75
2015,"Hyundai","Hyundai Creta 1.6 SX Plus Diesel",29000,4,1,19.67,1582,126.2,5,0,0,0,1,0,0,13
2011,"Ford","Ford Figo Diesel ZXI",30000,8,1,20,1399,68,5,0,0,0,1,0,0,3.2
2013,"Volkswagen","Volkswagen Polo Petrol Highline 1.6L",56526,6,1,15.26,1598,103.5,5,0,0,0,0,0,1,5.84
2015,"Volvo","Volvo V40 D3 R Design",38000,4,0,16.8,1969,150,5,1,0,0,1,0,0,24
2012,"Hyundai","Hyundai Verna SX CRDi AT",41000,7,0,19.08,1582,126.32,5,0,0,0,1,0,0,6.25
2009,"BMW","BMW 7 Series 2007-2012 730Ld",53000,10,0,14.49,2993,258,5,0,0,0,1,0,0,36
2003,"Mitsubishi","Mitsubishi Lancer GLXD",125000,16,1,14.8,1998,68,5,0,1,0,1,0,0,3
2010,"Toyota","Toyota Fortuner 3.0 Diesel",242000,9,1,11.5,2982,171,7,0,0,0,1,0,0,11
2015,"Maruti","Maruti Ciaz VDi Plus",90000,4,1,26.21,1248,88.5,5,0,0,0,1,0,0,6.5
2018,"Maruti","Maruti Vitara Brezza VDi Option",11000,1,1,24.3,1248,88.5,5,0,0,0,1,0,0,9.4
2018,"BMW","BMW 3 Series Luxury Line",21936,1,0,21.76,1995,190,5,0,0,0,1,0,0,37.92
2013,"Volkswagen","Volkswagen Vento Petrol Highline AT",41000,6,0,14.4,1598,103.6,5,0,0,0,0,0,1,5.25
2011,"Hyundai","Hyundai i20 1.2 Asta",47000,8,1,17,1197,80,5,0,0,0,0,0,1,4.5
2009,"BMW","BMW X5 3.0d",110000,10,0,11,2993,235,5,0,0,0,1,0,0,18
2015,"Hyundai","Hyundai Xcent 1.2 Kappa S",45960,4,1,19.1,1197,82,5,0,0,0,0,0,1,5.56
2013,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency",48000,6,0,14.21,2143,203,5,0,0,0,1,0,0,22
2011,"Land","Land Rover Freelander 2 SE",68000,8,0,12.39,2179,147.51,5,0,0,0,1,0,0,22
2011,"Hyundai","Hyundai i10 Magna",41000,8,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.65
2013,"Hyundai","Hyundai Verna 1.6 SX CRDi (O)",69573,6,1,22.32,1582,126.32,5,1,0,0,1,0,0,5.85
2012,"Volkswagen","Volkswagen Jetta 2012-2014 2.0L TDI Highline",115000,7,1,19.33,1968,138.1,5,0,0,0,1,0,0,6.95
2012,"Mahindra","Mahindra XUV500 W8 2WD",47629,7,1,15.1,2179,140,7,0,0,0,1,0,0,6.5
2004,"Maruti","Maruti Omni 8 Seater BSII",66624,15,1,19.7,796,35,8,0,1,0,0,0,1,0.85
2013,"Skoda","Skoda Superb Style 1.8 TSI AT",80000,6,0,14.67,1798,177.46,5,1,0,0,0,0,1,7.25
2012,"Maruti","Maruti Swift VDI",94868,7,1,22.9,1248,74,5,0,0,0,1,0,0,4.5
2010,"Mahindra","Mahindra Scorpio 2.6 LX",76477,9,1,10.5,2179,120,8,0,0,0,1,0,0,4.25
2016,"Mercedes-Benz","Mercedes-Benz GLA Class 200 Sport Edition",28000,3,0,13.7,1991,183,5,0,0,0,0,0,1,26
2017,"Mahindra","Mahindra Thar CRDe",28599,2,1,16.55,2498,105,6,0,0,0,1,0,0,9.66
2013,"Renault","Renault Duster 110PS Diesel RxZ",45348,6,1,19.01,1461,108.45,5,1,0,0,1,0,0,6.85
2013,"Audi","Audi Q5 2008-2012 2.0 TDI",80127,6,0,12.8,1968,167.6,5,0,0,0,1,0,0,23.68
2013,"Land","Land Rover Freelander 2 SE",68000,6,0,12.39,2179,147.51,5,1,0,0,1,0,0,15.75
2012,"Volkswagen","Volkswagen Vento Diesel Comfortline",75000,7,1,20.54,1598,103.6,5,0,1,0,1,0,0,3.5
2006,"BMW","BMW 5 Series 2003-2012 540i Sedan",48000,13,0,11.62,2979,306,5,1,0,0,0,0,1,6.99
2019,"Hyundai","Hyundai Elantra CRDi SX",41871,0,1,22.7,1582,126.2,5,0,0,0,1,0,0,15.57
2015,"Tata","Tata Sumo EX",84931,4,1,15.3,2956,83.8,7,0,0,0,1,0,0,5.29
2016,"Datsun","Datsun redi-GO T",15000,3,1,22.7,799,53.64,5,0,0,0,0,0,1,2.25
2009,"BMW","BMW X5 xDrive 30d",110000,10,0,11.7,2993,245,5,0,0,0,1,0,0,20
2011,"BMW","BMW 6 Series 630i Coupe",5900,8,0,7.94,4395,450,4,0,0,0,0,0,1,47.5
2002,"Maruti","Maruti Alto Vxi 1.1",103653,17,1,18.9,1061,47,5,1,0,0,0,0,1,1.22
2012,"Volkswagen","Volkswagen Polo Petrol Comfortline 1.2L",64806,7,1,16.47,1198,73.9,5,0,0,0,0,0,1,3.65
2016,"Datsun","Datsun GO Plus A",35000,3,1,20.62,1198,67,7,0,0,0,0,0,1,3.1
2016,"Hyundai","Hyundai Creta 1.6 VTVT S",40000,3,1,15.29,1591,121.3,5,0,0,0,0,0,1,11.5
2015,"Maruti","Maruti Alto K10 VXI",23876,4,1,24.07,998,67.1,5,0,0,0,0,0,1,3.46
2013,"Hyundai","Hyundai Santa Fe 4X4",67901,6,1,14.66,2199,194.3,7,0,0,0,1,0,0,8.38
2014,"Volkswagen","Volkswagen Polo GT TDI",68865,5,1,15.11,1598,103.6,5,0,0,0,1,0,0,4.8
2014,"Honda","Honda Amaze S i-Dtech",71000,5,1,25.8,1498,98.6,5,1,0,0,1,0,0,4.5
2014,"Maruti","Maruti Swift VDI",25000,5,1,22.9,1248,74,5,0,0,0,1,0,0,3.95
2012,"Skoda","Skoda Rapid 1.6 TDI Ambition",180000,7,1,20.5,1598,103.5,5,0,0,0,1,0,0,3.65
2005,"Mercedes-Benz","Mercedes-Benz E-Class 280 CDI",131000,14,0,11,2987,198.5,5,0,0,0,1,0,0,10
2011,"Mahindra","Mahindra Scorpio SLE BSIV",65000,8,1,12.05,2179,120,8,1,0,0,1,0,0,4
2012,"Nissan","Nissan Sunny 2011-2014 Diesel XL",117777,7,1,21.64,1461,84.8,5,0,0,0,1,0,0,4.75
2009,"Maruti","Maruti Swift Dzire VXi",65000,10,1,17.5,1298,85.8,5,1,0,0,0,0,1,3.1
2017,"Hyundai","Hyundai EON Sportz",46897,2,1,21.1,814,55.2,5,0,0,0,0,0,1,3.61
2015,"Honda","Honda Brio S MT",36695,4,1,19.4,1198,86.8,5,0,0,0,0,0,1,4.29
2011,"Nissan","Nissan Micra XV Primo",43000,8,1,18.06,1198,75,5,0,0,0,0,0,1,2.13
2008,"Maruti","Maruti Alto LXi BSII",54000,11,1,19.7,796,46.3,5,0,0,0,0,0,1,1.1
2011,"BMW","BMW 3 Series 320d",89000,8,0,22.69,1995,190,5,0,0,0,1,0,0,13.95
2014,"Volkswagen","Volkswagen Polo 1.2 MPI Highline",7000,5,1,16.47,1198,74,5,0,0,0,0,0,1,5.35
2014,"Maruti","Maruti Celerio LXI",58470,5,1,23.1,998,67.04,5,0,0,0,0,0,1,3.9
2014,"Maruti","Maruti Wagon R VXI 1.2",37000,5,1,21.5,1197,81.8,5,0,0,0,0,0,1,2.8
2016,"Maruti","Maruti Ciaz ZDi Plus",29000,3,1,26.21,1248,88.5,5,0,0,0,1,0,0,8.75
2013,"Audi","Audi A4 2.0 TDI",52000,6,0,16.55,1968,147.51,5,0,0,0,1,0,0,19.5
2013,"Honda","Honda Brio S MT",32807,6,1,19.4,1198,86.8,5,0,0,0,0,0,1,2.75
2013,"Mahindra","Mahindra Scorpio VLX 2WD AT BSIV",86000,6,0,11.79,2179,120,8,0,0,0,1,0,0,8
2014,"Honda","Honda City i DTEC V",66500,5,1,26,1498,98.6,5,0,0,0,1,0,0,5.7
2012,"BMW","BMW X1 sDrive20d",94000,7,0,17.05,1995,184,5,0,0,0,1,0,0,12.5
2011,"Chevrolet","Chevrolet Spark 1.0 LT",29000,8,1,18,995,62,5,1,0,0,0,0,1,1.75
2010,"Ford","Ford Figo Diesel EXI",107389,9,1,20,1399,68,5,1,0,0,1,0,0,1.9
2015,"Maruti","Maruti Swift VXI BSIV",36100,4,1,20.4,1197,81.8,5,0,0,0,0,0,1,4.5
2015,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Avantgarde",16329,4,0,19.27,2143,170,5,0,0,0,1,0,0,30.3
2014,"Skoda","Skoda Octavia Elegance 2.0 TDI AT",36000,5,0,19.3,1968,141,5,0,0,0,1,0,0,16
2017,"BMW","BMW X3 xDrive20d xLine",41816,2,0,18.56,1995,190,5,0,0,0,1,0,0,32.78
2015,"Hyundai","Hyundai EON Era Plus",54680,4,1,21.1,814,55.2,5,0,0,0,0,0,1,2.5
2017,"Audi","Audi A4 35 TDI Technology",14000,2,0,18.25,1968,187.74,5,0,0,0,1,0,0,43
2017,"Ford","Ford Figo 2015-2019 1.2P Titanium MT",23977,2,1,18.16,1196,86.8,5,0,0,0,0,0,1,5.38
2013,"Maruti","Maruti Alto K10 2010-2014 VXI",30131,6,1,20.92,998,67.1,5,0,0,0,0,0,1,2.65
2017,"Maruti","Maruti Alto 800 2016-2019 VXI",2530,2,1,24.7,796,47.3,5,0,0,0,0,0,1,3.3
2015,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Style",39000,4,0,19.27,2143,167.62,5,0,0,0,1,0,0,34
2001,"Hyundai","Hyundai Santro D Lite",140000,18,1,20.3,1086,68,5,0,1,0,0,0,1,0.7
2017,"Hyundai","Hyundai Xcent 1.1 CRDi S",32257,2,1,24.4,1120,71,5,0,0,0,1,0,0,6.83
2016,"Honda","Honda Amaze S i-Dtech",46983,3,1,25.8,1498,98.6,5,0,0,0,1,0,0,5.77
2008,"Maruti","Maruti Swift Vdi BSIII",107000,11,1,17.8,1248,75,5,1,0,0,1,0,0,3.1
2017,"Volkswagen","Volkswagen Polo 1.2 MPI Comfortline",19000,2,1,16.2,1199,74,5,0,0,0,0,0,1,4.95
2013,"Audi","Audi A4 2.0 TDI 177 Bhp Premium Plus",88000,6,0,17.11,1968,174.33,5,0,0,0,1,0,0,16.25
2012,"Land","Land Rover Range Rover 3.6 TDV8 Vogue SE",84384,7,0,10.2,4367,308,7,0,0,0,1,0,0,52.54
2011,"Mahindra","Mahindra XUV500 W8 2WD",128000,8,1,16,2179,140,7,0,1,0,1,0,0,6.4
2011,"Ford","Ford Endeavour 2.5L 4X2",71000,8,1,13.1,2499,141,7,0,1,0,1,0,0,6.95
2008,"Tata","Tata Indica V2 DLX",50000,11,1,17.2,1396,53.5,5,0,0,0,1,0,0,0.85
2016,"Maruti","Maruti Baleno Alpha",16000,3,1,21.4,1197,83.1,5,0,0,0,0,0,1,6.95
2017,"Hyundai","Hyundai Xcent 1.1 CRDi Base",82000,2,1,24.4,1120,71,5,0,0,0,1,0,0,3.45
2008,"Honda","Honda Civic 2006-2010 1.8 S MT",80000,11,1,13.5,1799,130,5,0,0,0,0,0,1,2.75
2015,"Hyundai","Hyundai i20 Sportz Option 1.2",36000,4,1,18.6,1197,81.83,5,1,0,0,0,0,1,4.95
2018,"Tata","Tata Nexon 1.2 Revotron XZ Plus",17477,1,1,17,1198,108.5,5,0,0,0,0,0,1,9.62
2016,"Hyundai","Hyundai i20 Sportz 1.2",16725,3,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.79
2014,"Maruti","Maruti Swift Dzire ZXI",48241,5,1,19.1,1197,85.8,5,0,0,0,0,0,1,4.5
2014,"Maruti","Maruti Wagon R LXI",52431,5,1,22.5,998,67.04,5,0,0,0,0,0,1,3.01
2012,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",68000,7,1,21.9,1396,88.76,5,0,0,0,1,0,0,4.4
2012,"Toyota","Toyota Fortuner 4x2 AT",158000,7,0,12.55,2982,168.5,7,0,0,0,1,0,0,17.49
2014,"Hyundai","Hyundai i10 Sportz",31446,5,1,20.36,1197,78.9,5,0,0,0,0,0,1,4.66
2015,"Hyundai","Hyundai Grand i10 Asta",25000,4,1,18.9,1197,82,5,0,0,0,0,0,1,5.5
2016,"Hyundai","Hyundai i20 Asta 1.2",57000,3,1,18.6,1197,81.83,5,0,0,0,0,0,1,6
2018,"Maruti","Maruti Vitara Brezza ZDi Plus",57078,1,1,24.3,1248,88.5,5,0,0,0,1,0,0,10.19
2016,"Honda","Honda Amaze S i-Dtech",47471,3,1,25.8,1498,98.6,5,0,0,0,1,0,0,5.25
2014,"Mercedes-Benz","Mercedes-Benz M-Class ML 250 CDI",50000,5,0,15.26,2143,203.2,5,0,0,0,1,0,0,45
2010,"Hyundai","Hyundai i20 Sportz Diesel",62000,9,1,23,1396,90,5,0,0,0,1,0,0,2.7
2013,"Hyundai","Hyundai i10 Era",65807,6,1,19.81,1086,68.05,5,0,0,0,0,0,1,3.39
2014,"Maruti","Maruti Swift Dzire VDI",81768,5,1,26.59,1248,74,5,0,0,0,1,0,0,5.69
2018,"BMW","BMW Z4 2009-2013 Roadster 2.5i",9952,1,0,10.37,2979,306,2,0,0,0,0,0,1,58.54
2017,"Maruti","Maruti Baleno Alpha Diesel",24000,2,1,27.39,1248,74,5,0,0,0,1,0,0,8.4
2012,"Chevrolet","Chevrolet Beat Diesel",72921,7,1,25.44,936,57.6,5,0,0,0,1,0,0,2.5
2012,"Honda","Honda Brio V MT",59000,7,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.25
2014,"Ford","Ford Figo Diesel Titanium",33000,5,1,20,1399,68.05,5,1,0,0,1,0,0,3.25
2016,"Maruti","Maruti Celerio VXI AT",36789,3,0,23.1,998,67.04,5,0,0,0,0,0,1,4.25
2014,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Elegance AT",41000,5,0,14.84,2143,170,5,0,0,0,1,0,0,18.5
2015,"Honda","Honda Brio S MT",46650,4,1,19.4,1198,86.8,5,0,0,0,0,0,1,4.25
2018,"Maruti","Maruti Baleno Alpha CVT",3000,1,0,21.4,1197,83.1,5,0,0,0,0,0,1,8.85
2014,"Hyundai","Hyundai EON Sportz",14799,5,1,21.1,814,55.2,5,0,0,0,0,0,1,4.14
2011,"Toyota","Toyota Prius 2009-2016 Z4",44000,8,0,18.19,1798,73,5,0,0,0,0,1,0,12.75
2015,"Hyundai","Hyundai i20 1.4 CRDi Sportz",68525,4,1,23,1396,90,5,0,0,0,1,0,0,7
2018,"Ford","Ford Endeavour 3.2 Titanium AT 4X4",15000,1,0,10.91,3198,197,7,0,0,0,1,0,0,33
2017,"Honda","Honda City i-VTEC VX",29000,2,1,17.4,1497,117.3,5,0,0,0,0,0,1,10
2012,"Maruti","Maruti SX4 ZDI",77407,7,1,21.5,1248,88.8,5,1,0,0,1,0,0,3.53
2007,"Chevrolet","Chevrolet Optra Magnum 1.6 LS Petrol",118000,12,1,12.9,1598,102.5,5,0,0,0,0,0,1,1.35
2013,"Volkswagen","Volkswagen Vento Diesel Highline",75000,6,1,20.54,1598,103.6,5,0,0,0,1,0,0,4.5
2012,"Honda","Honda City V MT",69000,7,1,16.8,1497,116.3,5,0,0,0,0,0,1,4.9
2016,"Hyundai","Hyundai Creta 1.6 CRDi SX Option",52553,3,1,19.67,1582,126.2,5,0,0,0,1,0,0,12.26
2014,"Hyundai","Hyundai Xcent 1.1 CRDi SX",58000,5,1,24.4,1120,71,5,1,0,0,1,0,0,3.99
2017,"Mercedes-Benz","Mercedes-Benz GLC 220d 4MATIC Style",24000,2,0,17.9,2143,170,5,0,0,0,1,0,0,46.95
2015,"Ford","Ford Figo Diesel EXI",65542,4,1,20,1399,68,5,0,0,0,1,0,0,3.8
2013,"Volkswagen","Volkswagen Jetta 2007-2011 2.0 TDI Trendline",68008,6,1,15,1896,105,5,1,0,0,1,0,0,6.75
2017,"Mahindra","Mahindra TUV 300 2015-2019 T8",22251,2,1,18.49,1493,100,7,0,0,0,1,0,0,8.75
2013,"Ford","Ford Ecosport 1.5 Ti VCT MT Titanium",55000,6,1,15.8,1499,110,5,1,0,0,0,0,1,5.2
2017,"Hyundai","Hyundai Verna 1.6 SX VTVT (O)",19387,2,1,17.1,1591,121.3,5,0,0,0,0,0,1,8.42
2016,"Hyundai","Hyundai i20 Sportz 1.2",24001,3,1,18.6,1197,81.83,5,0,0,0,0,0,1,5.75
2008,"Audi","Audi A4 New 2.0 TDI Multitronic",17000,11,0,15.2,1968,140.8,5,0,0,0,1,0,0,9.75
2015,"Nissan","Nissan Micra Active XV S",28500,4,1,19.49,1198,67.04,5,0,0,0,0,0,1,3.5
2014,"Mercedes-Benz","Mercedes-Benz M-Class ML 250 CDI",66000,5,0,15.26,2143,203.2,5,0,0,0,1,0,0,30
2017,"Land","Land Rover Discovery Sport TD4 S",22000,2,0,12.83,2179,147.5,5,0,0,0,1,0,0,35
2018,"Hyundai","Hyundai Creta 1.6 SX Option Executive",44383,1,1,15.8,1591,121.3,5,0,0,0,0,0,1,13.25
2013,"Skoda","Skoda Rapid 1.6 TDI Active",45000,6,1,20.5,1598,103.5,5,0,0,0,1,0,0,3.65
2015,"Maruti","Maruti Swift Dzire VDI",58000,4,1,23.4,1248,74,5,0,0,0,1,0,0,5.25
2016,"Hyundai","Hyundai Creta 1.6 SX",69000,3,1,15.8,1591,121.3,5,0,0,0,0,0,1,9.7
2017,"Hyundai","Hyundai Grand i10 CRDi Sportz",60993,2,1,24,1120,70,5,0,0,0,1,0,0,5.21
2016,"Mahindra","Mahindra TUV 300 T8",67000,3,1,18.49,1493,100,7,0,0,0,1,0,0,6.3
2014,"Hyundai","Hyundai Grand i10 CRDi Sportz",51134,5,1,24,1120,70,5,0,0,0,1,0,0,4.72
2011,"BMW","BMW X5 xDrive 30d",55000,8,0,11.7,2993,245,5,1,0,0,1,0,0,28
2018,"Maruti","Maruti Dzire AMT VDI",25082,1,0,28.4,1248,73.75,5,0,0,0,1,0,0,8.37
2012,"Toyota","Toyota Fortuner 4x4 MT",68350,7,1,12.55,2982,168.5,7,0,0,0,1,0,0,14
2015,"Audi","Audi A6 2011-2015 35 TDI Technology",50000,4,0,17.68,1968,174.33,5,0,0,0,1,0,0,36
2015,"Honda","Honda Jazz 1.5 V i DTEC",97000,4,1,27.3,1498,98.6,5,0,0,0,1,0,0,6.4
2015,"Audi","Audi Q7 4.2 TDI Quattro Technology",56238,4,0,11.33,4134,335.2,7,0,0,0,1,0,0,51.69
2014,"Mahindra","Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV",72618,5,1,12.05,2179,120,7,0,0,0,1,0,0,8
2012,"Chevrolet","Chevrolet Cruze LTZ",62005,7,1,18.3,1991,147.9,5,0,0,0,1,0,0,9.8
2012,"Chevrolet","Chevrolet Beat Diesel LT",61250,7,1,25.44,936,57.6,5,0,0,0,1,0,0,2.7
2014,"Audi","Audi A4 35 TDI Premium Plus",28469,5,0,18.25,1968,187.74,5,0,0,0,1,0,0,24.37
2018,"Skoda","Skoda Rapid 1.6 MPI AT Style",21488,1,0,14.3,1598,103.52,5,0,0,0,0,0,1,9.72
2014,"Maruti","Maruti Swift Dzire VDI",197000,5,1,23.4,1248,74,5,0,0,0,1,0,0,5
2009,"Toyota","Toyota Fortuner 3.0 Diesel",138205,10,1,11.5,2982,171,7,1,0,0,1,0,0,10.5
2012,"Maruti","Maruti Swift VDI",160000,7,1,22.9,1248,74,5,1,0,0,1,0,0,3.9
2012,"Honda","Honda City 1.5 V MT Exclusive",67590,7,1,17,1497,118,5,0,0,0,0,0,1,5.65
2012,"Mercedes-Benz","Mercedes-Benz M-Class ML 250 CDI",52000,7,0,15.26,2143,203.2,5,0,0,0,1,0,0,29.95
2008,"Maruti","Maruti Swift Ldi BSIII",1e+05,11,1,17.8,1248,75,5,1,0,0,1,0,0,3
2017,"Ford","Ford Aspire Titanium Diesel",60048,2,1,26.1,1498,99,5,0,0,0,1,0,0,6
2009,"Hyundai","Hyundai i10 Sportz",48000,10,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.11
2010,"Fiat","Fiat Punto 1.4 Emotion",47000,9,1,14.6,1497,98.6,5,0,0,0,0,0,1,1.49
2011,"Maruti","Maruti Alto LXi",1e+05,8,1,19.7,796,46.3,5,0,0,0,0,0,1,1.5
2006,"Maruti","Maruti Swift VXI BSIV",80010,13,1,20.4,1197,81.8,5,1,0,0,0,0,1,2.85
2017,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Avantgarde",26493,2,0,19.27,2143,170,5,0,0,0,1,0,0,33.64
2011,"Tata","Tata Indica V2 DLE BSIII",96000,8,1,17.88,1396,52.8,5,1,0,0,1,0,0,0.91
2014,"Maruti","Maruti Alto 800 VXI",45700,5,1,22.74,796,47.3,5,1,0,0,0,0,1,2.42
2005,"Skoda","Skoda Superb 2.8 V6 AT",13000,14,0,9.3,2771,193.1,5,0,0,0,0,0,1,3.25
2013,"Volkswagen","Volkswagen Polo Petrol Comfortline 1.2L",38000,6,1,16.47,1198,73.9,5,0,0,0,0,0,1,2.8
2019,"Maruti","Maruti Dzire AMT ZXI Plus",8018,0,0,22,1197,81.8,5,0,0,0,0,0,1,8.3
2010,"Mahindra","Mahindra Scorpio VLX",144400,9,1,12.05,2179,120,8,0,1,0,1,0,0,5.25
2010,"Maruti","Maruti Swift Vdi BSIII",152000,9,1,17.8,1248,75,5,0,0,0,1,0,0,2.9
2013,"BMW","BMW 3 Series 320d Prestige",71000,6,0,18.88,1995,184,5,0,0,0,1,0,0,15
2012,"Tata","Tata Nano STD SE",80000,7,1,25.4,624,37.5,4,1,0,0,0,0,1,0.53
2014,"Toyota","Toyota Innova 2.5 VX (Diesel) 8 Seater",87143,5,1,12.99,2494,100,8,0,0,0,1,0,0,12.5
2012,"Honda","Honda Brio S Option MT",25000,7,1,18.4,1198,86.8,5,0,0,0,0,0,1,2.75
2018,"Tata","Tata Tiago AMT 1.2 Revotron XZA",2000,1,0,23.84,1199,83.83,5,0,0,0,0,0,1,5
2014,"Mahindra","Mahindra Scorpio SLE BSIV",45239,5,1,12.05,2179,120,8,0,0,0,1,0,0,7.09
2011,"BMW","BMW 5 Series 2003-2012 525d",101999,8,0,16.73,1995,218,5,0,0,0,1,0,0,19.99
2014,"Toyota","Toyota Corolla Altis D-4D GL",74219,5,1,21.43,1364,87.2,5,0,0,0,1,0,0,10.75
2016,"Honda","Honda City i VTEC CVT VX",25000,3,0,18,1497,117.3,5,0,0,0,0,0,1,9.45
2008,"Hyundai","Hyundai Verna CRDi 1.6 SX Option",109606,11,1,22,1582,126.2,5,0,0,0,1,0,0,2.9
2015,"Maruti","Maruti Swift Dzire VDI Optional",36000,4,1,26.59,1248,74,5,0,0,0,1,0,0,4.7
2016,"Maruti","Maruti Ciaz ZXi",41810,3,1,20.73,1373,91.1,5,0,0,0,0,0,1,7.11
2014,"Ford","Ford Ecosport 1.5 DV5 MT Titanium",93321,5,1,22.7,1498,89.84,5,0,0,0,1,0,0,6.25
2011,"Maruti","Maruti Alto K10 2010-2014 VXI",81000,8,1,20.92,998,67.1,5,0,0,0,0,0,1,2.2
2019,"Honda","Honda Amaze V CVT Petrol",25717,0,0,19,1199,88.76,5,0,0,0,0,0,1,8.86
2015,"Mahindra","Mahindra XUV500 W6 2WD",37000,4,1,15.1,2179,140,7,0,0,0,1,0,0,9.3
2017,"Mahindra","Mahindra TUV 300 2015-2019 T8",56380,2,1,18.49,1493,100,7,0,0,0,1,0,0,7.57
2017,"Honda","Honda Jazz VX",8000,2,1,18.2,1199,88.7,5,0,0,0,0,0,1,7.9
2018,"Maruti","Maruti Swift VXI BSIII W/ ABS",14589,1,1,16.1,1298,88.2,5,0,0,0,0,0,1,5.65
2013,"Volkswagen","Volkswagen Polo Petrol Highline 1.2L",65088,6,1,16.47,1198,73.9,5,0,0,0,0,0,1,3.25
2019,"Hyundai","Hyundai Creta 1.6 SX Option Diesel",24864,0,1,20.5,1582,126.2,5,0,0,0,1,0,0,16.27
2011,"Chevrolet","Chevrolet Beat LS",64831,8,1,18.6,1199,79.4,5,0,0,0,0,0,1,3.21
2013,"Honda","Honda Amaze VX i-DTEC",38001,6,1,25.8,1498,98.6,5,0,0,0,1,0,0,3.9
2008,"Mercedes-Benz","Mercedes-Benz E-Class 230 E AT",77000,11,0,10,2496,157.7,5,1,0,0,0,0,1,6.5
2016,"BMW","BMW 5 Series 530d M Sport",27000,3,0,18.59,2993,265,5,0,0,0,1,0,0,48
2016,"Audi","Audi A3 35 TDI Premium Plus",39000,3,0,20.38,1968,143,5,0,0,0,1,0,0,18.9
2015,"Maruti","Maruti Swift Dzire VDI",131000,4,1,26.59,1248,74,5,0,0,0,1,0,0,3.6
2015,"Maruti","Maruti Swift Dzire VDI",43000,4,1,26.59,1248,74,5,0,0,0,1,0,0,5.5
2011,"Toyota","Toyota Innova 2.5 V Diesel 7-seater",68000,8,1,12.8,2494,102,7,1,0,0,1,0,0,7
2016,"BMW","BMW X3 xDrive20d",45165,3,0,16.09,1995,184,5,0,0,0,1,0,0,41.75
2007,"BMW","BMW 5 Series 2003-2012 525d",120000,12,0,16.73,1995,218,5,0,0,0,1,0,0,10.5
2014,"Mahindra","Mahindra XUV500 W8 2WD",86091,5,1,15.1,2179,140,7,0,0,0,1,0,0,10.09
2009,"Honda","Honda City 1.5 S MT",71499,10,1,17,1497,118,5,0,0,0,0,0,1,3
2014,"Force","Force One LX 4x4",50000,5,1,17,2200,139.01,7,0,0,0,1,0,0,12
2015,"Volkswagen","Volkswagen Polo 1.5 TDI Comfortline",66000,4,1,20.14,1498,88,5,0,0,0,1,0,0,4.91
2010,"Honda","Honda Jazz S",45000,9,1,16,1198,90,5,0,0,0,0,0,1,2
2015,"Toyota","Toyota Etios Liva GD SP",69189,4,1,23.59,1364,67.06,5,0,0,0,1,0,0,5.3
